-,date,time,username,name,tweet,geo,Positive,Happy,Relief,Neutral,Anxious,Sad,Negative
6816,2020-07-12,23:56:01,lakshyaadvani,LaKsHyA 🐎,everyday,Maharashtra,0,0,0,1,0,0,0
6817,2020-07-12,23:55:52,inaaz_sayyed,Mera Ganda bacha 💋,well lockdown bi meri chalo thi but <NEUTRAL> <SYMBOLS> student hu covid allow nahi tha tym hi hoti,Maharashtra,0,0,0,1,0,0,0
6818,2020-07-12,23:53:53,lavinanaik,Lavina Naik 💙,sechenov university successfully completes trial world covid vaccine,Maharashtra,0,0,0,1,0,0,0
6819,2020-07-12,23:53:39,yoganetrasamit,Samit Pathak,challenge time affect daily life opportunity attend day online classical learn spine july july,Maharashtra,0,0,0,1,0,0,0
6820,2020-07-12,23:51:56,bhavsar_devansh,Devansh bhavsar,shame people who support time during whole covid pandemic still wanna government rajasthan if many crore buy mlas why do not use people,Maharashtra,0,0,0,0,0,0,1
6821,2020-07-12,23:51:53,asifkabeer,Asif,why nobody talk people die covid loss life take care why cannot everything else wait,Maharashtra,0,0,0,0,0,0,0
6822,2020-07-12,23:50:41,iammroy05,Mainak Roy,last fat cigar covid destroyed,Maharashtra,0,0,0,1,0,0,0
6823,2020-07-12,23:50:37,riteshs90049,🆕GLOBAL BULLETIN (India),statement alexander lukashev,Maharashtra,0,0,0,1,0,0,0
6824,2020-07-12,23:50:08,anshumanstweet,anshuman’s_tweet,se bhi hote hai kaam mene pedo ko bhi se chaya dete huve dekha hai kaam se return apko <HAPPY> <HAPPY>,Maharashtra,0,0,0,0,0,0,1
6825,2020-07-12,23:50:03,rkesharwani,Rajat Kesharwani,first nation finish human trial covid vaccine,Maharashtra,0,0,0,1,0,0,0
6826,2020-07-12,23:49:48,abhinoven,Abhinove Nuwal,ya still celebrity but pray family infect covid know how feel,Maharashtra,0,0,0,1,0,0,0
6827,2020-07-12,23:49:36,dreadindian,Christopher Lazarus,when lockdown finally open <HAPPY> <LAUGH>,Maharashtra,0,0,0,1,0,0,0
6828,2020-07-12,23:49:34,azadagrawal,आज़ाद अग्रवाल,prevent how fruit mobile phone without damage where do covid test also explain immunity booster standard sanitizer mask glove,Maharashtra,1,0,0,0,0,0,0
6830,2020-07-12,23:46:19,ambabsolute,AMBAbsolute,definitely teach apply and make and dangerous suffer,Maharashtra,0,0,0,1,0,0,0
6831,2020-07-12,23:45:30,toimumbai,TOI Mumbai,govt set covid lab district cm uddhav thackeray,Maharashtra,0,0,0,1,0,0,0
6832,2020-07-12,23:44:07,peppertalesllp,Peppertales,first u president donald wear mask public covid death toll,Maharashtra,0,0,0,0,0,0,1
6833,2020-07-12,23:43:41,ambabsolute,AMBAbsolute,pls data do not spread sure would not want like and gain thru encourage and pls,Maharashtra,0,0,0,0,0,0,1
6834,2020-07-12,23:41:38,mohammeddhukk11,Mohammed Dhukka,dabur internet revenue r cr amid covid disrupt,Maharashtra,0,0,0,1,0,0,0
6835,2020-07-12,23:41:36,vishu_cs,Vishu 🇮🇳,sriramulu health ministry not lack interest give ministry which handle well during covid health ministry important health minister highly proactive,Maharashtra,0,0,0,0,0,0,1
6836,2020-07-12,23:41:02,healthinhindi,healthinhindi,ने कहा कोरोना के मरीजों पर का से करें किडनी हो सकता है ोरोनावायरस,Maharashtra,0,0,0,1,0,0,0
6837,2020-07-12,23:39:41,legallychilled,Swapnil Ambure,india life matter” go crazy hope get well soon but need realise lakh people infect virus mr bacchan,Maharashtra,0,0,0,0,0,0,1
6838,2020-07-12,23:39:33,cute_kamina_sac,Sachin Singh,plz stop show amit ji covid india mai logo ko apko har insan ka fir wo ho ya mai b fan hu amit ji but itna b kya hai k aap log pura day news pe sab run kro jst,Maharashtra,0,0,0,0,0,0,1
6839,2020-07-12,23:38:44,ratikant_kamila,Ratikant Kamila,हो रहा है जैसे दुनिया में का पहला आया सिर्फ को या उनके परिवार को ही नहीं देश के लोगों को हुआ उन लोगों के जीवन का कोई नहीं करना है तो लिए करें बेक्ती को नही प्रेम करना हैं देश को jayhind,Maharashtra,0,0,0,0,0,0,0
6840,2020-07-12,23:37:27,pinkvilla,Pinkvilla,vivek oberoi wish rai bachchan and family speedy recovery covid,Maharashtra,0,0,0,1,0,0,0
6841,2020-07-12,23:37:26,glawpedia,Global Lawpedia,covid and corruption credit,Maharashtra,0,0,0,1,0,0,0
6842,2020-07-12,23:37:06,siddiqueachowd1,Siddique A chowdhary,barrister asaduddin owaisi held discussion aimim ghmc increase covid test target get family primary unit president people ward test priority test illness,Maharashtra,0,0,0,0,0,0,1
6843,2020-07-12,23:34:52,mohanpaiyala,Mohan Paiyala,pls data h e ward double day data when mother pass away due part sanitization contact,Maharashtra,0,0,0,1,0,0,0
6844,2020-07-12,23:33:49,tejasbhalerao,Tejas Bhalerao*,yes kim jong sixth sense kill people before get infect covid,Maharashtra,0,0,0,0,0,0,1
6845,2020-07-12,23:33:17,jsfinserve,JS Finserve,necessary contact u mob email jaspreet website,Maharashtra,0,0,0,1,0,0,0
6846,2020-07-12,23:57:54,dailyaddaa,DailyaddaaNews,amitabh bachchan thanks everyone well wish after test covid positive,Delhi,0,0,0,1,0,0,0
6847,2020-07-12,23:57:53,ankurchadha,Ankur Chadha,mitigate effect covid key action business,Delhi,0,0,0,1,0,0,0
6848,2020-07-12,23:57:53,doctorpeach_,Jane Don’t,plan check thing list but covid make use mop,Delhi,0,0,0,1,0,0,0
6850,2020-07-12,23:56:51,hitenpithadiya,Hitendra Pithadiya 🇮🇳,good news clinical trial world’s first coronavirus vaccine moscow state medical university successfully complete,Delhi,1,0,0,0,0,0,0
6851,2020-07-12,23:56:31,drjssuri,DR J S SURI,not test covid syndromic surveillance if cannot do rtpcr isolation important test stage pandemic covid diagnose reliable clia igg test later early isolation important confirm,Delhi,0,0,0,0,0,0,1
6852,2020-07-12,23:56:11,palak_budhiraja,Palak Budhiraja,main reason spread corona india,Delhi,0,0,0,1,0,0,0
6853,2020-07-12,23:56:01,ankushjaj,Dr Ankush Jajodia,covid create excellent performance,Delhi,0,0,0,1,0,0,0
6854,2020-07-12,23:55:44,hindustantimes,Hindustan Times,covid rule delhi ready begin training school student,Delhi,0,0,0,0,0,0,1
6856,2020-07-12,23:54:57,udeept,Udeept,covid nobu,Delhi,0,0,0,1,0,0,0
6858,2020-07-12,23:53:20,iam_mayuresh,Mayuresh Srivastava,world’s first covid vaccine russia’s sechenov university completes clinical trial coronavirus vaccine via,Delhi,0,0,0,1,0,0,0
6859,2020-07-12,23:52:53,gaganvij10,Gagan vij,dont understand why do get bad dead time covid dont wish stand and wait service center pathetic,Delhi,0,0,0,0,0,0,0
6860,2020-07-12,23:52:22,bmahabharat2,Bhagat Singh Chauhan proud 2 b AAPian FB💯%FB,aap govt delhi turn active case among large state and national territory delhi one see active covid case july active case,Delhi,0,0,0,1,0,0,0
6861,2020-07-12,23:51:15,getnewsd,Newsd,samhati leader tapan ghosh die covid,Delhi,0,0,0,0,0,0,1
6862,2020-07-12,23:51:05,rangdetiranga,Zoya,govt set covid lab district first state do,Delhi,0,0,0,1,0,0,0
6864,2020-07-12,23:51:00,dailyaddaa,DailyaddaaNews,amit shah call india fight against covid successful,Delhi,0,0,0,1,0,0,0
6865,2020-07-12,23:50:43,hindustantimes,Hindustan Times,strong fight against covid say shah,Delhi,0,0,0,1,0,0,0
6866,2020-07-12,23:50:06,aarti23569872,Aarti,do not know why hospital delhi not start operation and surgery anyone scar covid but not mean play another health avoid and ignore surgery and operation,Delhi,0,0,0,1,0,0,0
6867,2020-07-12,23:49:28,uniquegaurav89,gaurav kumar,aapke aur family liye se hai get well soon sir wait tweet inform u and family member get covid negative,Delhi,0,0,0,0,0,0,1
6868,2020-07-12,23:48:51,zainindian1971,Zain Ul Abideen 🇮🇳,time r die covid,Delhi,0,0,0,0,0,0,1
6870,2020-07-12,23:48:32,pantomathicsant,Santosh kumar,entire family bachchan sir test positive covid except wish ur speedy recovery along family sir <SAD> two line,Delhi,0,0,0,0,1,0,0
6872,2020-07-12,23:47:52,shafiquehasan,Shafique ul Hasan شفيق الحسن,russia’s sechenov university successfully completes clinical trial covid vaccine,Delhi,0,0,0,1,0,0,0
6874,2020-07-12,23:47:34,toiindianews,TOI India,lockdown re impose srinagar sunday wake spike covid case,Delhi,0,0,0,0,0,0,1
6875,2020-07-12,23:47:33,abagchi9,Anirban Bagchi,break news,Delhi,0,0,0,1,0,0,0
6876,2020-07-12,23:47:14,umakantsingh_in,Uma Kant Singh,away tapan ghosh due covid great loss country,Delhi,0,0,0,1,0,0,0
6877,2020-07-12,23:47:04,kuldeepissar,🇮🇳 Kuldeep Issar 🇮🇱,fuc china and covid,Delhi,0,0,0,1,0,0,0
6878,2020-07-12,23:47:02,woundedtiger_,𝒄𝑹☄️,covid madarchd,Delhi,0,0,0,1,0,0,0
6879,2020-07-12,23:46:39,rachna4dev,Rachna Mathur,number increase question face do or,Delhi,0,0,0,0,0,0,1
6880,2020-07-12,23:45:51,drsunilarora4,Dr Sunil Arora,heart see covid warrior even after covid infection resume duty post recovery continue serve community present token one warrior who despite convert covid care centre,Delhi,0,0,0,0,0,0,1
6881,2020-07-12,23:45:43,hindustantimes,Hindustan Times,police miss covid patient,Delhi,0,0,0,1,0,0,0
6882,2020-07-12,23:45:25,realkapur,Real Deepak Kapur™,सर ोरोनावायरस से के लिए आपकी को दो है।,Delhi,0,0,0,0,0,0,1
6883,2020-07-12,23:45:13,rolebuild,The RoleBuild,lockdown re impose srinagar sunday wake spike covid case india news,Delhi,0,0,0,0,0,0,1
6884,2020-07-12,23:45:13,chetanpundil,chetanpundil 🍀,wait moment <SAD>,Delhi,0,0,0,0,0,0,1
6885,2020-07-12,23:43:37,ntag2389,Niharika Tagotra,call tweet really and would not wish covid bad absolutely unnecessary one,Delhi,0,0,0,0,1,0,0
6886,2020-07-12,23:59:34,tmnagaraja,Nagaraja Thontalapura ನಾಗರಾಜ ಟಿ ಎಂ,interest test match post covid after match won wi elbow punch instead hug and hand bowler do not use ball either,Karnataka,0,0,0,1,0,0,0
6887,2020-07-12,23:59:12,rishabhthakur,Rishabh Thakur,world first covid vaccine successfully completes clinical trial,Karnataka,1,0,0,0,0,0,0
6888,2020-07-12,23:55:38,anish_kochar,Anish Kochar,listen paul live sunday another beautiful thing covid u much love bangalore india,Karnataka,0,0,0,1,0,0,0
6889,2020-07-12,23:53:15,soyatweets,Shoaib Qureshi,ke ke baad first time wo pe aane wali feel thanks covid <HAPPY>,Karnataka,0,0,0,1,0,0,0
6890,2020-07-12,23:52:50,rakeshmahato78,Rakesh Mahato,sir need minimum k bed covid namma bengaluru case rise would request please facility ready soon people or surely die without bed wait know well u thanks,Karnataka,0,0,0,1,0,0,0
6891,2020-07-12,23:52:44,munz_99,munish sharma,delhi covid rate slows new case death via look forward zero,Karnataka,0,0,0,1,0,0,0
6892,2020-07-12,23:51:35,sharonthambala,Sharon Thambala,fresh covid case take k taka tally toll,Karnataka,0,0,0,1,0,0,0
6893,2020-07-12,23:51:06,saravana_assr,Asuran,told na use covid opportunity thank god rajasthan crisis come else focus increase petrol price,Karnataka,0,0,0,0,0,0,1
6894,2020-07-12,23:50:24,hansikachhabra1,Hansika Chhabra,also stop spread covid highly anticipate give ab belief and nonsense spew,Karnataka,0,0,0,0,0,0,1
6895,2020-07-12,23:49:28,shettykanthi,Smt. Kanthi Shetty,instead pls do jagratha suport covid,Karnataka,0,0,0,1,0,0,0
6896,2020-07-12,23:48:58,chetanyachopra2,Chetanya Chopra,amitabh bachan test covid and rekha’s house seal <LAUGH>,Karnataka,0,0,0,1,0,0,0
6897,2020-07-12,23:47:50,dr_rvs,"Dr Ravindra V Singh, Ph.D, FRSC",expert visit china find fact origin sorry not get anything waste time fact china make virus program and kill million people,Karnataka,0,0,0,1,0,0,0
6898,2020-07-12,23:45:47,pramodraoh,Pramod,health and malayalam subtitle,Karnataka,0,0,0,1,0,0,0
6899,2020-07-12,23:45:42,lesson_new,The New Lesson,election delay bihar election due covid via,Karnataka,0,0,0,0,0,0,1
6901,2020-07-12,23:42:14,dr_rvs,"Dr Ravindra V Singh, Ph.D, FRSC",not china where born make k people report whole world panic million people suffer,Karnataka,0,0,0,1,0,0,0
6902,2020-07-12,23:42:03,sharonthambala,Sharon Thambala,b luru civic body health,Karnataka,0,0,0,1,0,0,0
6903,2020-07-12,23:41:52,thepepper_kid,Vishnu V Nair,covid connection green yellow orange red yellow,Karnataka,0,0,0,1,0,0,0
6904,2020-07-12,23:41:07,abrstudioz,ABR StudioZ,midnight maathu action take covid interview docto via,Karnataka,0,0,0,1,0,0,0
6905,2020-07-12,23:41:05,harshil_doshi,Harshil,thanks word test bring much around u last month not anymore,Karnataka,0,0,0,0,0,0,1
6906,2020-07-12,23:41:00,santhusmiles4u,Santhosh Niranjan,may currently use fight covid d,Karnataka,0,0,0,1,0,0,0
6907,2020-07-12,23:37:13,skumarkommineni,కుమార్ కొమ్మినేని,sure update hospital ni covid hospital join covid report must meeku,Karnataka,0,0,0,1,0,0,0
6908,2020-07-12,23:34:36,pradeepprusty,Pradeep Prusty,time come lock country else not stop covid,Karnataka,0,0,0,0,0,0,0
6909,2020-07-12,23:34:28,mandara78400177,Mandara,sir kreis postpone give reason covid write exam oct get final list oct notification kan c get order copy eng science still wait plz help poor teacher,Karnataka,0,0,0,0,1,0,0
6910,2020-07-12,23:34:16,todaybangalore,Bangalore News Today,covid amitabh bachchan gratitude and fan friend concern and,Karnataka,0,0,0,1,0,0,0
6911,2020-07-12,23:33:16,sharonthambala,Sharon Thambala,karnataka minister ravi test corona positive,Karnataka,0,0,0,1,0,0,0
6912,2020-07-12,23:32:35,ash_dwz,Ayush,normal citizen test positive along dad people not high profile family ignore call doctor,Karnataka,0,0,0,0,0,0,1
6914,2020-07-12,23:31:25,himaonly1but2,hima theja,finally hope credit world’s first covid vaccine,Karnataka,1,0,0,0,0,0,0
6915,2020-07-12,23:30:58,ondhalftea,ಒಂದ್HalfTea,related topic til british company close covid vaccine make,Karnataka,0,0,0,1,0,0,0
6916,2020-07-12,23:29:51,skumarkommineni,కుమార్ కొమ్మినేని,vere hospital ki covid report join cheyinchukoledu ventane emergency service ki call oxygen ledannaru private vehicle lo velthunnam,Karnataka,0,0,0,1,0,0,0
6917,2020-07-12,23:29:32,aapkimahima,Mahima SInghla,test negative covid mother brother raju sister law and test positive,Karnataka,0,0,0,1,0,0,0
6918,2020-07-12,23:28:58,gauthammachaiah,Gautham Machaiah,related death bengaluru hour bengaluru death list state bulletin today july old case,Karnataka,0,0,0,1,0,0,0
6919,2020-07-12,23:28:54,murugan_boss,S.Murugan,bought c may th stop work ask drop service center agree normal day but during covid work home and lose day already order,Karnataka,1,0,0,0,0,0,0
6920,2020-07-12,23:28:20,ayushya_jaiswal,Ayushya Jaiswal,first good news,Karnataka,0,0,0,1,0,0,0
6921,2020-07-12,23:26:36,tukkspatts,tukkspatts,people r die ganjam next district face focus well treatment increase test bed scam corruption idea focus after pandamic surgery pain vzg bangalore hyderabad etc covid vaccine,Karnataka,0,0,0,1,0,0,0
6922,2020-07-12,23:26:32,entegritech,entegritech,three member sit covid test scam amritsar say cm amarinder,Karnataka,0,0,0,1,0,0,0
6923,2020-07-12,23:26:29,tcfindia,Trinity Care Foundation,trinity care partner fight against covid project kindly write support org,Karnataka,0,0,0,1,0,0,0
6924,2020-07-12,23:24:10,sharonthambala,Sharon Thambala,k taka nd sunday lockdown unlock,Karnataka,0,0,0,1,0,0,0
6925,2020-07-12,23:24:06,ibtimesin_tech,IBTimes India Technology,might beat u covid vaccine university completes,Karnataka,0,0,0,1,0,0,0
6926,2020-07-12,23:57:43,maverickgold7,Deepesh Parwal,russian university successfully completes trial world’s covid vaccine world news hindustan time if get ready,Rajasthan,1,0,0,0,0,0,0
6927,2020-07-12,23:55:59,narpatsing826,Narpat singh,covid connection green yellow orange red yellow join guy,Rajasthan,0,0,0,1,0,0,0
6928,2020-07-12,23:55:50,yadavprasotam,Prasotam Yadav,की सबसे बड़ी के इस वर्ष में लड़ रहा covid से कुर्सी से तो कोई कुर्सी के लिए ओर से लेकर तक ही,Rajasthan,0,0,0,1,0,0,0
6929,2020-07-12,23:51:20,tanishqadhaulia,TANISHQ ADHAULIA,update one university moscow which work potential vaccine covid complete and study and understand successful one but still need international body,Rajasthan,0,0,0,1,0,0,0
6930,2020-07-12,23:47:37,jaipurpage,JAIPURPAGE.COM,राजस्थान के एल की कोरोना जांच रिपोर्ट पॉजिटिव ुर ाजस्थान ाजस्थान है,Rajasthan,0,0,0,1,0,0,0
6932,2020-07-12,23:20:47,mkmoond,Mahesh Choudhary,sir plz help pharmacist front line warrior covid department e,Rajasthan,0,0,0,0,0,0,1
6933,2020-07-12,23:16:01,avadheshjpr,Avadhesh Akodia,ाजस्थान के की रिपोर्ट पॉजिटिव है।,Rajasthan,0,0,0,1,0,0,0
6935,2020-07-12,23:11:21,avinashkalla,Avinash Kalla,amidst thing political first time three month late update case report till pm total positive active case state death,Rajasthan,0,0,0,1,0,0,0
6936,2020-07-12,23:09:38,shekhorbiswas2,ShekhorBiswas,कोरोना संकट के दौरान कई राज्यों व में को किया गया है तो कहीं पर जा रही है तो ऐसे में एक बना हुआ है। की की है please promote,Rajasthan,0,0,0,0,1,0,0
6937,2020-07-12,23:06:54,sanjeev54845308,Sanjeev,hope covid soon undoubtfully balaji nashe sab ni beeta,Rajasthan,0,0,0,1,0,0,0
6938,2020-07-12,23:06:17,shekhorbiswas2,ShekhorBiswas,hi apka hamara hain app hamara promote,Rajasthan,0,0,0,1,0,0,0
6940,2020-07-12,23:00:00,irksaini,Roop Kishan Saini,shame instead fight against pandemic together busy government form and,Rajasthan,0,0,0,0,0,0,1
6941,2020-07-12,22:50:07,deepadoc,Dr.Deepa Sharma,correct ma <SAD> system and prove health disease even which cant give result proven even drs r treat success rate also dr <HAPPY>,Rajasthan,0,0,0,0,0,0,1
6942,2020-07-12,22:47:41,dineshkumawat,Dinesh Kumawat,update today new death report active death chart <NEUTRAL>,Rajasthan,0,0,0,1,0,0,0
6943,2020-07-12,22:46:59,deepadoc,Dr.Deepa Sharma,correct ma <SAD> system and prove health disease even which cannot give result proven even doctor treat case success rate,Rajasthan,0,0,0,0,0,0,0
6944,2020-07-12,22:46:01,ashish_modi001,Ashish Modi,aiims doctor remove safety gear risk life save covid patient,Rajasthan,0,0,0,0,0,0,1
6945,2020-07-12,22:40:42,piyushjain27feb,Piyush Jain,congrats first test win team after covid,Rajasthan,0,0,0,0,0,0,1
6946,2020-07-12,22:39:17,palakiiverma16,Palak Verma,everyone covid either patient or frontline worker hope everything get well soon <NEUTRAL>,Rajasthan,0,0,0,0,0,0,1
6947,2020-07-12,22:38:00,drmadanyadav,Dr. Madan Yadav 🇮🇳,brave girl,Rajasthan,0,0,0,1,0,0,0
6948,2020-07-12,22:35:34,bkpjaipur,Bhartiya Kisan Party,politics cost people nation crucial time power politics,Rajasthan,0,0,0,1,0,0,0
6949,2020-07-12,22:32:17,imvikas1718,VIKAS KUMAR,well do played patience great and lead <HAPPY>,Rajasthan,1,0,0,0,0,0,0
6950,2020-07-12,22:21:32,mohanlalmeena34,मोहन लाल सत्तावन,covid के मे अच्छे अच्छे फ़ेल हो रहे हैं।,Rajasthan,0,0,0,0,0,0,1
6951,2020-07-12,22:20:57,rootjatin,Jatin Sharma,great work combat covid india building hospital day which really sound always u effort,Rajasthan,0,0,0,1,0,0,0
6952,2020-07-12,22:16:54,surenderbalot,Surender Meena टोडाभीम ™,भारतीय मीडिया covid गालवान दुबे को भूल गया है भारत का है,Rajasthan,0,0,0,1,0,0,0
6953,2020-07-12,22:14:59,devkapil469,Dev,how many life could save if contain and right info disseminate world,Rajasthan,0,0,0,0,0,0,1
6954,2020-07-12,22:04:58,04a5a8c50f2046c,kamlesh Choudhary,government take exam pandemic covid government student,Rajasthan,0,0,0,0,0,0,1
6955,2020-07-12,21:57:08,rdckatara,रोहित शर्मा,खुद को समझ कर घर से ना क्योंकि आज भी भर्ती हो गए हैं। <SAD>,Rajasthan,0,0,0,0,0,0,1
6956,2020-07-12,21:48:58,cool_pandit_ji_,Yug Sharma,b ed bed b sc bed fee k how poor family student pay completely time covid,Rajasthan,0,0,0,0,0,0,1
6957,2020-07-12,21:40:56,healthalertin,Health Alert,covid ठीक होने की हुई via alert,Rajasthan,0,0,0,1,0,0,0
6958,2020-07-12,21:39:14,neerajarora1997,Neeraj Arora,view fun and game indian portal ऐश्वर्या राय बच्चन,Rajasthan,0,0,0,1,0,0,0
6959,2020-07-12,21:38:55,neerajarora1997,Neeraj Arora,best regard people sent indian portal ऐश्वर्या राय बच्चन,Rajasthan,0,0,0,1,0,0,0
6960,2020-07-12,21:38:24,neerajarora1997,Neeraj Arora,show which indian portal and less ऐश्वर्या राय बच्चन,Rajasthan,0,0,0,1,0,0,0
6961,2020-07-12,21:38:12,neerajarora1997,Neeraj Arora,family well touch soon indian portal and less ऐश्वर्या राय बच्चन,Rajasthan,0,0,0,1,0,0,0
6962,2020-07-12,21:37:57,neerajarora1997,Neeraj Arora,make bit and wo not great day indian portal and less ऐश्वर्या राय बच्चन,Rajasthan,0,0,0,1,0,0,0
6963,2020-07-12,21:35:08,breachingbad,Divyanshu,everyone kanika kapoor when found covid why everyone towards celebrity,Rajasthan,0,0,0,0,0,0,0
6964,2020-07-12,21:24:09,shubham_guppta,Shubham Gupta,time labour body come front line except one quite time but when bachchan family get covid positive people do hawan and many m try say pray every one love get well soon <ACTIVITIES>,Rajasthan,0,0,0,1,0,0,0
6965,2020-07-12,21:24:08,shubham_guppta,Shubham Gupta,when shri amitabh bachchan ji get covid positive cry know icon country but also people who face critical problem day people do and whatever else but what others,Rajasthan,1,0,0,0,0,0,0
6966,2020-07-12,23:57:14,shilarudra,S. Mukherjee,not bachchan family but covid positive sufferer family suffering bear pain whether celebrity or not life precious,Gujarat,0,0,0,0,1,0,0
6967,2020-07-12,23:50:55,asikbanerjee,Asik Banerjee,amid covid pandemic back picture know what ail and know face well election form but seem guy love live,Gujarat,0,0,0,1,0,0,0
6968,2020-07-12,23:49:41,kapadiya_kishor,Kishor Kapadiya,please pray every family affected <SAD>,Gujarat,0,0,0,0,1,0,0
6969,2020-07-12,23:44:17,skcdchaturvedi,S.K.Chaturvedi 🇮🇳,kya ham log bhi ki covid ki daily report ki sakte h well do ji,Gujarat,0,0,0,0,0,0,1
6970,2020-07-12,23:11:57,rudrakshashukl2,Rudraksha Shukla,if cannot do great thing do small thing great way <HAPPY>,Gujarat,1,0,0,0,0,0,0
6971,2020-07-12,23:09:34,vayamanan,Cricket Tales with Manan Vaya,indie test day sensible well finally something proud well played thank make happen time covid cricket return,Gujarat,1,0,0,0,0,0,0
6972,2020-07-12,22:44:11,400_bees,muntazir,do not know why feel covid and government world go population something name vaccine,Gujarat,1,0,0,0,0,0,0
6973,2020-07-12,22:43:30,pnirav996,Nirav Patel,demand take party chief dominate congress meet covid read,Gujarat,0,0,0,1,0,0,0
6974,2020-07-12,22:37:55,amitmdave,Amit અમિત امت,को नहीं था था covid ने पूरे के साथ में लिया बेमतलब के ऐसे कितने को हम ही बना देते है,Gujarat,0,0,0,1,0,0,0
6975,2020-07-12,22:34:46,rtvipulkumar,Vipul Makwana,return cricket after covid cricket fan probably do not expect see wonderful wonderful cricket soon test cricket saw great cricket every session performance team heavy end team indie get great,Gujarat,0,0,0,1,0,0,0
6976,2020-07-12,22:32:59,yogibhatt15,Yogi Bhatt,nothing say <PISSED>,Gujarat,0,0,0,0,0,0,1
6977,2020-07-12,22:31:38,anandshahin,Anand Shah,electricity bill reach position list thing not treatment covid position and wife mood still continue position,Gujarat,0,0,0,0,0,0,0
6978,2020-07-12,22:26:42,kiranpatel1977,Kiran Patel,indie won first test match after covid against england,Gujarat,0,0,0,1,0,0,0
6979,2020-07-12,22:25:39,paragdr,dr parag,russian university successfully completes trial world’s covid vaccine world news hindustan time,Gujarat,0,0,0,1,0,0,0
6980,2020-07-12,22:24:33,devanghexa,Devang Patel,<SAD> kasthbhanjandev bless and whole family win fight against swaminarayan,Gujarat,0,0,0,0,1,0,0
6981,2020-07-12,22:18:15,krupalsoni4,krupal soni,sir also covid but today happy say ok and home drs and staff great care nahi pray speedy recovery,Gujarat,1,0,0,0,0,0,0
6982,2020-07-12,21:52:35,hasansafin,Dr. Safin,sunita brave police officer who stood against culture don’t surprised if get suspend kanani’s big number covid case hometown,Gujarat,0,0,0,0,0,0,1
6983,2020-07-12,21:49:38,hasansafin,Dr. Safin,th health minister kanani not control covid case even home town son break covid curfew and female police officer attack aap observer ram dhaduk speak against mismanagement,Gujarat,0,0,0,0,0,0,1
6985,2020-07-12,21:39:30,itskishankk,Kishan Chauhan,modi government play politics education system modi government covid khtm ho jayega final year student ye government toh open nhi rahi hai aur inko exam hai,Gujarat,0,0,0,0,0,0,1
6986,2020-07-12,21:27:50,mukonaroll,Mukund Awasthi,covid caught whole world unprepared lack data and healthcare system across might remain challenge even move forward,Gujarat,0,0,0,0,0,0,1
6987,2020-07-12,21:26:13,aapkakishor,Kishore Purohit,health minister dont know how tackle covid,Gujarat,0,0,0,1,0,0,0
6988,2020-07-12,21:22:52,himanshuhirpara,Himanshu Hirpara ,gujarat health minister don’t know where covid medicine injection,Gujarat,0,0,0,1,0,0,0
6989,2020-07-12,21:14:31,maulik_thakar,Maulik.j.thakar,sir pray mother good health n recovery soon covid,Gujarat,1,0,0,0,0,0,0
6993,2020-07-12,21:05:31,justbhaumik,Bhaumik Brahmbhatt,may feel club right rd position do not forget home minister india,Gujarat,0,0,0,0,0,0,1
6994,2020-07-12,20:59:31,sunildave1,SuNiL DaVe🇮🇳,pm review meeting covid pandemic preparation via namo app,Gujarat,0,0,0,1,0,0,0
6996,2020-07-12,20:58:42,sunildave1,SuNiL DaVe🇮🇳,india covid recovery cross lakh mark recovery rate via namo app,Gujarat,0,0,0,0,0,0,0
6997,2020-07-12,20:41:09,khiladi_time,PAtEL,different one good plot pre development stage plan new sbi branch location covid period recruit people open new branch sbi branch work one day one employee original branch get information one,Gujarat,0,0,0,0,1,0,0
6998,2020-07-12,20:01:22,rituaga36276595,Ritu Agarwal,exactly do not mind many ppl world who get covid positive every life matter,Gujarat,0,0,0,0,0,0,1
6999,2020-07-12,19:39:23,dwarikaclinic,Dr Avinash Tank,coronavirus high blood without previous link covid death risk via,Gujarat,0,0,0,0,0,0,1
7000,2020-07-12,19:30:11,pnirav996,Nirav Patel,opposition do amid covid pandemic say aaditya thackeray read,Gujarat,0,0,0,1,0,0,0
7001,2020-07-12,19:26:20,manikchopra2003,Dr Manik Chopra,if person turn covid positive app show red and mark covid positive after how many day would turn back green,Gujarat,0,0,0,1,0,0,0
7004,2020-07-12,19:21:24,dhirenhn,dhiren shah,yes india good position covid pandemic economy petrol price daily need like and msme business and manufacturing labour living life etc etc etc,Gujarat,0,0,0,0,0,0,1
7005,2020-07-12,19:17:40,the_tangible,Shiva,gaughat mask,Gujarat,0,0,0,1,0,0,0
7006,2020-07-12,23:58:53,26hitujain,Hitesh jain,great work do landge sir village safe during corona and hospital area,Maharashtra,0,0,0,1,0,0,0
7007,2020-07-12,23:58:36,varshas43348716,Varsha Singh,mr bachchan u busy tweet every second when admit hospital due corona corona hua bhi hai ya aise hi people attention may get govt and play trick,Maharashtra,0,0,0,0,1,0,0
7008,2020-07-12,23:57:57,varshas43348716,Varsha Singh,mr bachchan u busy tweet when admit hospital due corona corona hua bhi hai ya aise hi people attention may get govt and play trick,Maharashtra,0,0,0,0,1,0,0
7009,2020-07-12,23:57:08,cryptocyclops,Support us in gitcoin,ab se hi pooja corona ho jaye kisi ko concern good but aise time pe chahiye na ki se,Maharashtra,0,0,0,0,0,0,1
